[2025-05-05 11:34:53] This is codeql database index-files --working-dir=. --include-extension=.htm --include-extension=.html --include-extension=.xhtm --include-extension=.xhtml --include-extension=.vue --size-limit 10m --language html -- /Users/hohn/work-gh/mrva/mrvaserver/graphs/go-codeql.db
[2025-05-05 11:34:53] Log file was started late.
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/b5...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/bb...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/a5...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/d6...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/d8...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/fc...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/f2...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/fb...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/27...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/4b...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/pack...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/29...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/42...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/1a...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/8a...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/7e...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/2a...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/31...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/info...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/91...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/54...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/30...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/08...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/01...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/99...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/52...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/dd...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/ef...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/c4...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/ff...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/ce...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/1b...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/24...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/76...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/78...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/objects/22...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/info...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/logs...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/logs/refs...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/logs/refs/heads...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/logs/refs/remotes...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/logs/refs/remotes/mh...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/hooks...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/refs...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/refs/heads...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/refs/tags...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/refs/remotes...
[2025-05-05 11:34:53] [PROGRESS] resolve files> Scanning /Users/hohn/work-gh/mrva/mrvaserver/.git/refs/remotes/mh...
[2025-05-05 11:34:53] Plumbing command codeql resolve files completed:
                      [ ]
[2025-05-05 11:34:53] [DETAILS] database index-files> Found 0 files.
[2025-05-05 11:34:53] Terminating normally.
